age,gender_0,gender_1,race_0,race_1,race_2,race_3,race_4,eye_distance,mouth_width,face_width,face_height,face_aspect_ratio,eye_to_face_ratio,mouth_to_face_ratio
7,1,0,1,0,0,0,0,80.77576446533203,68.44963836669922,176.1035614013672,191.15982055664065,1.085496619349781,0.4586833101076905,0.38868968816986
110,0,1,0,0,0,1,0,83.89862823486328,66.6487808227539,161.02999877929688,198.4069061279297,1.2321114552069303,0.5210124130339984,0.4138904634415406
40,1,0,1,0,0,0,0,85.04717254638672,72.06928253173828,168.70118713378906,203.26559448242188,1.2048853830602946,0.5041290698146644,0.4272008025324889
26,0,1,0,0,0,1,0,74.6517105102539,65.38446044921875,157.651123046875,205.25509643554688,1.301957718211228,0.4735247619394213,0.4147414822397284
25,1,0,1,0,0,0,0,73.97724914550781,56.04827499389648,162.08590698242188,190.7948760986328,1.1771219327496771,0.4564076576597779,0.3457936352231713
1,0,1,0,0,0,1,0,82.43334197998047,65.28564453125,187.41510009765625,187.7055206298828,1.0015496111683382,0.4398436515362262,0.3483478358853243
10,1,0,0,0,0,0,1,81.31370544433594,71.53822326660156,169.10096740722656,205.19285583496097,1.2134339559443112,0.480858901584622,0.4230503489333932
1,1,0,0,0,0,1,0,74.6729965209961,57.11446762084961,166.38755798339844,172.6865234375,1.0378571903479108,0.4487895454805984,0.3432616495672608
26,1,0,1,0,0,0,0,84.89481353759766,73.31676483154297,181.2307586669922,194.3925323486328,1.0726243921200216,0.468434906756585,0.4045492352998479
17,1,0,1,0,0,0,0,77.17872619628906,65.3123779296875,171.0891571044922,195.59275817871097,1.1432212390832768,0.4511023813692202,0.381744694024053
41,1,0,1,0,0,0,0,79.58422088623047,71.69615936279297,164.42214965820312,192.2601623535156,1.1693081665285454,0.4840237221789659,0.4360492762795843
25,0,1,0,0,1,0,0,71.35601043701172,56.320404052734375,162.2489013671875,180.11488342285156,1.1101146565869888,0.4397934891129096,0.3471234848319556
26,1,0,0,1,0,0,0,72.56857299804688,61.465877532958984,152.01966857910156,186.65081787109375,1.227807030601256,0.4773630522703495,0.4043284537288408
53,0,1,1,0,0,0,0,79.46308135986328,69.21981048583984,165.3187713623047,198.3383331298828,1.1997326830793706,0.4806658112992856,0.4187050866361753
22,0,1,0,0,0,1,0,60.20407485961914,53.012081146240234,137.4888916015625,188.34129333496097,1.3698655297968854,0.4378831930225187,0.3855735581887386
12,0,1,1,0,0,0,0,74.42112731933594,63.34375762939453,168.04820251464844,183.08282470703125,1.0894661291665544,0.4428558366332349,0.3769380254089476
24,0,1,1,0,0,0,0,83.89060974121094,77.31908416748047,179.91627502441406,202.8475341796875,1.1274551685341514,0.4662758259630889,0.4297503611443073
16,0,1,1,0,0,0,0,83.4786605834961,68.77762603759766,179.78009033203125,198.1667938232422,1.1022733021062177,0.4643376273163591,0.382565310266415
14,1,0,0,0,0,1,0,72.36988067626953,59.31577682495117,160.98440551757812,191.5351104736328,1.18977431297045,0.4495459075280888,0.3684566628316952
32,1,0,0,0,1,0,0,75.85242462158203,65.68901824951172,159.681884765625,195.1519317626953,1.22212943596659,0.4750221024314394,0.4113742666923525
49,1,0,1,0,0,0,0,78.0194091796875,67.63748168945312,168.34730529785156,198.43960571289065,1.1787513044048892,0.4634431720879062,0.4017734740082965
29,1,0,0,0,1,0,0,68.79276275634766,52.575496673583984,157.62615966796875,182.78253173828125,1.1595951593523757,0.4364298597469862,0.3335455027536769
6,0,1,1,0,0,0,0,86.3809585571289,72.87326049804688,185.0509796142578,191.23472595214844,1.0334164474610226,0.4667954675905613,0.3938009982435788
26,0,1,0,0,0,1,0,69.16006469726562,57.84713363647461,152.37586975097656,183.36366271972656,1.2033641745204962,0.4538780635693296,0.3796344771059387
50,1,0,1,0,0,0,0,74.15411376953125,58.97246551513672,164.63612365722656,193.63478088378903,1.1761378765630917,0.4504121703200482,0.3581988217720538
32,1,0,0,0,0,1,0,80.64729309082031,68.75910949707031,167.0538787841797,202.60040283203125,1.212784787198954,0.4827621703714536,0.4115984016504136
60,1,0,1,0,0,0,0,84.46308135986328,70.13795471191406,169.89453125,191.9463806152344,1.129797287781942,0.4971500891666475,0.4128323271848343
2,1,0,0,0,1,0,0,75.84210205078125,66.77574920654297,163.09619140625,195.9442596435547,1.2014030367851125,0.4650145499833842,0.4094255581984366
27,0,1,1,0,0,0,0,74.43665313720703,60.312259674072266,164.01649475097656,182.94032287597656,1.1153775914656128,0.4538363854819781,0.3677206964192433
26,1,0,0,1,0,0,0,75.46217346191406,60.68476486206055,171.70535278320312,187.4365234375,1.0916172408099545,0.439486435563796,0.3534238384442314
4,0,1,1,0,0,0,0,79.10934448242188,76.34318542480469,166.25999450683594,194.38133239746097,1.169140736315066,0.4758170762430118,0.4591795257256896
17,0,1,0,0,0,1,0,70.05718231201172,61.380123138427734,159.5495147705078,198.89059448242188,1.2465759909611842,0.4390936720351691,0.384708930182053
53,1,0,1,0,0,0,0,79.00235748291016,66.52325439453125,163.87384033203125,191.09173583984375,1.166090545340643,0.4820925495054022,0.4059418773597169
28,1,0,1,0,0,0,0,78.77729034423828,67.3240737915039,172.09983825683594,195.17208862304688,1.1340631728646875,0.4577418034912603,0.3911919643470655
28,0,1,1,0,0,0,0,77.36048889160156,67.46443176269531,160.3342742919922,203.5675811767578,1.2696448222045864,0.4824950200648726,0.4207736122585537
37,0,1,0,1,0,0,0,86.14718627929688,73.60820770263672,168.94183349609375,202.46014404296875,1.1984014844236317,0.509922169640054,0.4357014848210386
85,0,1,1,0,0,0,0,79.22004699707031,66.51013946533203,166.00807189941406,200.852294921875,1.2098947516454104,0.4772059942065378,0.4006440090794572
12,1,0,0,0,0,0,1,79.52734375,70.27577209472656,167.28927612304688,191.9255828857422,1.1472676990040562,0.4753881754590471,0.4200853379450119
1,1,0,0,0,1,0,0,77.69769287109375,56.291786193847656,179.42340087890625,186.3980255126953,1.0388724358117385,0.4330410219095797,0.3137371486556498
35,0,1,0,0,0,0,1,81.44853973388672,68.33016967773438,180.72659301757812,192.948486328125,1.0676264245702796,0.4506726894694725,0.3780858618359963
61,1,0,1,0,0,0,0,80.06417083740234,64.15861511230469,180.8548126220703,198.34722900390625,1.0967207680471829,0.4426985916305765,0.3547520476901879
29,0,1,0,1,0,0,0,63.523475646972656,53.75154495239258,154.9441680908203,187.74305725097656,1.2116819856100116,0.4099765511002547,0.346909119682944
14,0,1,0,1,0,0,0,77.6245346069336,69.31944274902344,167.01744079589844,189.1726226806641,1.1326519061673332,0.464769033922593,0.4150431381219305
2,0,1,0,0,0,0,1,90.07384490966795,78.72074127197266,176.60032653808594,198.521484375,1.1241286370565486,0.5100434788281236,0.4457564876302514
34,1,0,0,0,0,1,0,82.89400482177734,72.79639434814453,171.99156188964844,207.56082153320312,1.206808166940052,0.4819655331403001,0.4232556152658899
55,1,0,0,0,0,1,0,78.03280639648438,68.09795379638672,163.0010986328125,205.27008056640625,1.2593171597500197,0.4787256469495733,0.4177760418031835
26,1,0,0,1,0,0,0,71.85260009765625,56.58563232421875,156.4287872314453,196.8859405517578,1.2586298470782993,0.4593310564464469,0.3617341368280065
38,0,1,1,0,0,0,0,83.86857604980469,73.29785919189453,177.3387451171875,196.1994476318359,1.1063540993378804,0.4729286653877209,0.4133211788741284
26,0,1,0,0,1,0,0,75.02501678466797,61.00883865356445,160.67459106445312,203.72161865234375,1.2679143435356417,0.4669376550930345,0.3797043343903164
26,0,1,0,0,0,1,0,77.39823150634766,61.53759002685547,164.716552734375,193.248291015625,1.173217189211462,0.4698873927452907,0.373596879034326
58,1,0,0,0,1,0,0,74.7432632446289,61.241477966308594,162.14947509765625,183.8594970703125,1.133888943886998,0.4609528535298309,0.3776853297207731
26,1,0,0,0,1,0,0,72.96926879882812,63.41694641113281,154.33612060546875,190.560546875,1.2347112660822426,0.4727944988675744,0.4109015191151934
9,1,0,1,0,0,0,0,86.4982681274414,70.28583526611328,169.9822540283203,197.7543182373047,1.1633821387281835,0.5088664615132715,0.413489253145232
66,1,0,1,0,0,0,0,61.60909652709961,52.722679138183594,136.91671752929688,193.39707946777344,1.412516184712003,0.4499749748522619,0.3850711592388432
28,0,1,0,1,0,0,0,85.15204620361328,71.58303833007812,172.97427368164062,197.5909881591797,1.142314310409224,0.49228156529413,0.4138363284116272
56,1,0,1,0,0,0,0,74.7320327758789,61.41215133666992,162.63638305664062,180.3044281005859,1.1086352556044738,0.4595037799743267,0.3776040156726936
25,1,0,1,0,0,0,0,84.12388610839844,72.57099914550781,167.37730407714844,202.82745361328125,1.211797828454645,0.5026003171231842,0.4335772973858989
26,0,1,1,0,0,0,0,76.77467346191406,59.79387283325195,159.81137084960938,190.14129638671875,1.1897857791711917,0.4804080776840524,0.3741528059947688
30,1,0,0,0,1,0,0,76.55963134765625,59.435813903808594,168.86639404296875,187.47312927246097,1.1101861346358688,0.4533739929815481,0.3519694622524177
26,0,1,0,0,0,1,0,79.1915283203125,67.73770141601562,173.30393981933594,203.4718475341797,1.174075140739979,0.4569516907859524,0.3908607126106314
26,1,0,0,1,0,0,0,82.52930450439453,70.51538848876953,170.08448791503906,191.25564575195312,1.1244743603396068,0.4852253460387271,0.4145903565526417
1,1,0,0,0,0,1,0,79.99752807617188,59.38055038452149,184.2002868652344,187.9136199951172,1.0201592146954666,0.4342964358937187,0.3223694783275001
56,1,0,1,0,0,0,0,75.53882598876953,64.82909393310547,160.9614715576172,185.13385009765625,1.1501749350706352,0.4692975608248582,0.4027615634086662
44,1,0,0,0,0,1,0,79.3124008178711,65.94529724121094,173.14404296875,196.327880859375,1.1338991367713953,0.4580717849599124,0.3808695702751559
23,1,0,1,0,0,0,0,82.48765563964844,73.16291046142578,171.79681396484375,203.247314453125,1.1830680078544251,0.4801465972269345,0.4258688433907612
1,0,1,0,0,0,1,0,81.1036148071289,62.50853729248047,184.6820373535156,204.5561981201172,1.1076128520748272,0.4391526970859736,0.3384657121408486
54,1,0,1,0,0,0,0,88.20995330810547,77.2920150756836,169.09791564941406,200.644775390625,1.1865597196751745,0.5216501514482809,0.457084374924709
47,0,1,1,0,0,0,0,78.53443145751953,65.58445739746094,168.55673217773438,192.5036468505859,1.1420703543754085,0.4659228405941628,0.3890942625080409
36,1,0,0,0,0,1,0,79.71783447265625,64.34732818603516,176.08349609375,198.22706604003903,1.1257560784373537,0.4527274630565777,0.3654364526688832
28,1,0,0,0,0,1,0,84.52471160888672,72.08199310302734,182.63775634765625,199.37107849121097,1.0916202787319744,0.4627997698788605,0.3946719152956368
51,0,1,0,1,0,0,0,85.35008239746094,70.5978775024414,189.40496826171875,194.3202362060547,1.0259511035504836,0.4506221942368727,0.3727350879460017
47,1,0,0,1,0,0,0,78.35847473144531,67.252197265625,156.5978546142578,202.73194885253903,1.2946023389140404,0.5003802569611384,0.4294579732990918
18,0,1,0,1,0,0,0,79.891845703125,65.42642211914062,159.40621948242188,188.75131225585935,1.184090011473319,0.5011839937144665,0.4104383275105233
34,1,0,0,0,0,1,0,78.87281799316406,66.47733306884766,168.6865997314453,200.16864013671875,1.186630357452186,0.4675701455760696,0.3940878123969644
60,0,1,1,0,0,0,0,85.42507934570312,72.26333618164062,189.55699157714844,193.172119140625,1.0190714546237416,0.4506564418170547,0.3812222149148739
22,0,1,0,0,0,0,1,77.9339370727539,65.70381164550781,166.87844848632812,193.81333923339844,1.1614042495683738,0.4670101968208244,0.3937225701789212
22,1,0,0,1,0,0,0,75.83910369873047,63.21481704711914,162.83250427246094,193.5862579345703,1.1888674119428293,0.465749169906716,0.3882198909214365
16,0,1,1,0,0,0,0,73.17872619628906,62.828948974609375,150.9425811767578,193.97120666503903,1.2850661831328665,0.4848116788899668,0.4162440345513569
29,0,1,0,0,1,0,0,75.00414276123047,65.93370819091797,161.35020446777344,196.4072723388672,1.2172731542964714,0.4648531001781971,0.4086372769616598
27,1,0,0,0,0,1,0,72.39730834960938,58.93345642089844,161.2030792236328,205.2876434326172,1.2734722216306242,0.4491062372895153,0.3655851780544563
32,1,0,1,0,0,0,0,78.87273406982422,63.7562370300293,174.72093200683594,192.4955596923828,1.1017315297107702,0.4514212073155512,0.3649032562826235
45,0,1,0,1,0,0,0,75.11239624023438,61.92351150512695,159.44322204589844,189.2049102783203,1.1866601028913883,0.4710918110938074,0.3883734329409199
1,1,0,1,0,0,0,0,75.18006134033203,53.50273513793945,179.77796936035156,187.6798095703125,1.0439533288649083,0.4181828374623544,0.2976045136581624
23,1,0,0,1,0,0,0,77.6749038696289,63.17630386352539,165.10780334472656,195.8534698486328,1.186215708046898,0.4704496231922632,0.3826366930194108
3,1,0,0,0,0,1,0,76.41241455078125,62.842864990234375,168.65963745117188,190.0354461669922,1.1267393256552491,0.4530569121666893,0.372601684314825
30,0,1,1,0,0,0,0,78.24862670898438,64.2466812133789,161.94773864746094,193.3604278564453,1.1939680632241845,0.4831720860228954,0.3967124317384606
27,1,0,0,0,0,1,0,83.49462890625,70.8111572265625,165.39431762695312,199.98956298828125,1.2091682825486043,0.5048216293293227,0.4281353691139321
27,1,0,0,1,0,0,0,70.60757446289062,54.47728729248047,155.15274047851562,185.1685485839844,1.193459735309188,0.4550842881996521,0.3511203677386805
27,1,0,1,0,0,0,0,76.36602783203125,63.833763122558594,172.70875549316406,193.4990234375,1.120377614238317,0.4421665109795425,0.3696035151216476
24,0,1,1,0,0,0,0,74.8529052734375,61.13041687011719,155.62135314941406,192.1384124755859,1.2346532695362913,0.48099379525103,0.3928150965981197
2,1,0,0,0,1,0,0,80.41126251220703,64.65128326416016,171.0002899169922,183.2161865234375,1.0714378707332906,0.470240503985348,0.3780770389076153
24,0,1,0,0,1,0,0,83.21638488769531,66.84397888183594,169.00335693359375,197.9326171875,1.1711756546071057,0.4923948636144157,0.3955186458698619
36,1,0,0,1,0,0,0,74.2332992553711,59.2080192565918,160.6832275390625,186.79788208007812,1.162522591442639,0.4619853633281345,0.3684766615868366
35,1,0,1,0,0,0,0,79.96495819091797,68.56918334960938,168.5784454345703,199.2752990722656,1.1820923995268988,0.4743486510673421,0.4067494107734127
50,1,0,1,0,0,0,0,77.76875305175781,71.2183609008789,164.42242431640625,203.09173583984375,1.235182711143002,0.4729814280204477,0.4331426275763327
25,1,0,0,1,0,0,0,68.69139099121094,60.33414459228515,152.53976440429688,195.02523803710935,1.2785206454115623,0.4503179302752088,0.3955306003513508
78,1,0,0,0,0,1,0,68.82891082763672,59.08348083496094,149.40127563476562,188.9012756347656,1.2643886394689412,0.4606982807556447,0.3954683826087241
28,0,1,0,0,1,0,0,75.13831329345703,63.34085464477539,158.38003540039062,190.924560546875,1.205483759769409,0.4744178336840535,0.3999295396332458
59,1,0,1,0,0,0,0,77.90483093261719,62.16352462768555,171.4271240234375,193.5746154785156,1.129194790971644,0.4544486841065247,0.3626236220307036
2,1,0,1,0,0,0,0,79.15656280517578,60.225460052490234,179.41802978515625,186.780029296875,1.041032662773827,0.4411851077618099,0.3356711704203144
26,0,1,1,0,0,0,0,75.15502166748047,62.40593719482422,162.69422912597656,201.0945281982422,1.2360274195253214,0.4619403040367634,0.3835780625414954
26,0,1,0,0,1,0,0,75.0624771118164,61.75712585449219,161.4552459716797,193.4535675048828,1.1981869423977456,0.464911973965732,0.3825030613457106
1,1,0,0,0,0,1,0,86.16009521484375,69.71821594238281,188.2506103515625,205.07273864746097,1.0893602855495803,0.4576882648823168,0.3703478879148513
62,1,0,1,0,0,0,0,78.47207641601562,64.34321594238281,176.0985870361328,190.98435974121097,1.0845309037148825,0.4456144579962718,0.3653817842909809
47,0,1,1,0,0,0,0,71.43827819824219,63.13003158569336,162.6854248046875,199.4296417236328,1.2258605339910364,0.4391191053778028,0.3880497079654451
23,1,0,0,1,0,0,0,79.92931365966797,68.82927703857422,173.38246154785156,188.2942047119141,1.0860049109404706,0.4609999935755232,0.3969794662280655
65,1,0,1,0,0,0,0,81.5107192993164,68.29393005371094,174.2251739501953,202.60557556152344,1.162894953512522,0.4678469675261588,0.3919865798109848
26,0,1,0,1,0,0,0,85.39446258544922,71.43453216552734,168.88449096679688,191.3010406494141,1.1327330269007612,0.505638274400448,0.4229786391668821
54,1,0,0,0,0,1,0,81.07512664794922,69.70162963867188,177.3884735107422,198.1768341064453,1.117191157825958,0.45704844877105,0.3929321238251195
25,1,0,1,0,0,0,0,73.21192932128906,60.16555404663086,152.73355102539062,190.94256591796875,1.2501677898278305,0.4793441181048571,0.3939249342577575
39,1,0,0,0,0,1,0,79.20294952392578,70.62319946289062,177.01901245117188,189.8845367431641,1.0726787711322308,0.4474262308167195,0.3989582728147408
22,1,0,0,0,1,0,0,81.1279067993164,63.504920959472656,176.5104522705078,194.7105712890625,1.1031107154530568,0.4596209785638379,0.3597799458479058
39,1,0,0,0,0,0,1,77.78070831298828,64.2403335571289,166.2349395751953,197.8639984130859,1.190267214093,0.467896270854688,0.3864430288920711
55,1,0,1,0,0,0,0,73.34773254394531,61.93004608154297,154.11349487304688,190.74337768554688,1.2376812156694932,0.4759332244354495,0.401847003291689
26,0,1,1,0,0,0,0,71.18106079101562,61.22771072387695,160.70103454589844,193.03805541992188,1.2012247212060576,0.4429408994917536,0.3810038367014337
67,1,0,1,0,0,0,0,90.5056610107422,76.78746795654297,176.6104278564453,204.44349670410156,1.1575958406616844,0.5124593270580158,0.434784451227072
28,1,0,0,0,0,0,1,80.67282104492188,62.88873672485352,181.27313232421875,190.23744201660156,1.0494519489868448,0.4450346281909737,0.3469280632960705
35,1,0,1,0,0,0,0,73.60897064208984,62.665016174316406,159.4191131591797,196.8974609375,1.235093189490386,0.4617324057535775,0.3930834573878572
17,1,0,1,0,0,0,0,73.90654754638672,61.916847229003906,160.74839782714844,192.65350341796875,1.1984785293171485,0.4597653758630794,0.3851786273825424
62,0,1,1,0,0,0,0,80.75344848632812,70.5457992553711,171.0414276123047,208.668212890625,1.219986384606237,0.4721280078962503,0.4124486110772852
28,0,1,1,0,0,0,0,75.87006378173828,61.78080368041992,149.51223754882812,180.1964111328125,1.2052285089637793,0.5074505272985459,0.4132156985493804
56,0,1,0,0,0,1,0,81.26326751708984,66.91574096679688,178.25669860839844,198.16162109375,1.1116643730123124,0.4558777771129504,0.3753897693000592
96,0,1,1,0,0,0,0,76.8034439086914,57.41938781738281,177.98837280273438,196.63058471679688,1.104738369256984,0.4315082086503096,0.3226019032210664
36,1,0,0,0,1,0,0,82.83938598632812,59.34095764160156,192.7745819091797,193.98306274414065,1.0062688805909603,0.4297215180855926,0.3078256326840765
9,1,0,1,0,0,0,0,72.65265655517578,55.03656005859375,169.29150390625,175.1758270263672,1.0347585258819356,0.429157133575996,0.3250993628662654
21,0,1,0,0,1,0,0,87.54756927490234,74.26571655273438,173.0100860595703,197.5594024658203,1.141895290415596,0.5060258119561782,0.4292565725166071
22,0,1,0,1,0,0,0,78.37358093261719,69.55244445800781,167.486083984375,191.7277374267578,1.144738314167309,0.4679408525661676,0.4152729755416363
10,0,1,1,0,0,0,0,82.00121307373047,72.8908920288086,185.4132843017578,194.7481689453125,1.0503463636853672,0.4422618011570008,0.3931265890861389
36,1,0,1,0,0,0,0,68.95030975341797,60.19500732421875,160.12893676757812,199.0355529785156,1.2429705523331436,0.4305924409745945,0.3759158621754281
53,1,0,1,0,0,0,0,77.19168853759766,66.39318084716797,157.9464874267578,197.59176635742188,1.2510044989069362,0.4887205141133171,0.4203523733185614
58,1,0,1,0,0,0,0,80.9630355834961,71.18335723876953,165.70030212402344,201.2479248046875,1.214529618986798,0.4886112731580709,0.4295909924502743
32,0,1,1,0,0,0,0,80.76162719726562,68.32003021240234,173.2145538330078,199.7617645263672,1.153262010067312,0.4662519713853032,0.3944243061600246
2,0,1,0,0,0,0,1,85.06510925292969,74.5269546508789,183.28472900390625,195.6270751953125,1.0673397410601688,0.464114548523662,0.4066184621921805
16,1,0,1,0,0,0,0,71.69134521484375,61.96542739868164,160.5601348876953,193.28741455078125,1.203831914353941,0.4465077540261701,0.3859328309734151
78,1,0,1,0,0,0,0,71.02472686767578,61.90946960449219,155.2447509765625,198.92526245117188,1.2813654645315762,0.457501631590742,0.3987862340919902
48,0,1,1,0,0,0,0,79.31887817382812,68.45183563232422,168.87672424316406,193.7820281982422,1.1474762378693302,0.469685082590882,0.4053361168574128
56,1,0,0,0,0,1,0,78.81181335449219,67.61992645263672,174.4712677001953,190.22410583496097,1.090289010577001,0.4517180071730742,0.3875705572841494
39,1,0,1,0,0,0,0,77.5000228881836,61.62716293334961,174.4608917236328,196.489990234375,1.126269551262176,0.4442257638517234,0.3532434250707287
1,0,1,0,0,0,1,0,87.46156311035156,74.66974639892578,190.4685211181641,191.98223876953125,1.0079473376623116,0.4591916952832935,0.3920319534197553
46,1,0,0,0,1,0,0,66.53533172607422,57.061519622802734,147.73873901367188,194.8425445556641,1.3188317827569462,0.4503580588969084,0.3862326157902445
35,1,0,0,1,0,0,0,79.58550262451172,67.5625228881836,161.4993133544922,193.9414978027344,1.2008812531421194,0.4927915851247054,0.4183455736426777
28,0,1,0,1,0,0,0,78.72126770019531,66.3486328125,170.77330017089844,205.1612548828125,1.2013661074506432,0.4609694116200621,0.388518771646989
29,1,0,0,1,0,0,0,77.18822479248047,57.592159271240234,165.97244262695312,212.12196350097656,1.2780553213749533,0.4650665108663375,0.346998323093231
31,0,1,0,1,0,0,0,75.84403228759766,63.64269256591797,163.38143920898438,197.22555541992188,1.207147864376729,0.4642144949560891,0.3895344102368407
35,0,1,0,0,1,0,0,80.64488220214844,61.5981330871582,181.34939575195312,196.08436584472656,1.0812518289993516,0.4446934155350219,0.3396654994726928
2,0,1,0,0,1,0,0,95.69923400878906,82.51860809326172,186.8977203369141,204.2278594970703,1.092725257049234,0.51204067035315,0.4415174671178881
1,0,1,0,0,0,1,0,74.83695220947266,58.42095947265625,178.25619506835938,180.02005004882812,1.0098950557078386,0.4198280580418171,0.327735927776605
37,1,0,1,0,0,0,0,77.146240234375,63.42549514770508,163.4566192626953,184.80697631835935,1.130617879850747,0.4719676730276141,0.3880264710832685
38,0,1,0,1,0,0,0,80.51145935058594,73.39108276367188,177.7784423828125,203.5475921630859,1.1449509256290162,0.4528752658166485,0.4128232972456692
38,1,0,0,0,1,0,0,75.92022705078125,64.020263671875,165.3405303955078,193.2311553955078,1.1686859533671714,0.4591749335094908,0.3872024815617405
25,1,0,0,0,1,0,0,74.39472198486328,54.75581359863281,169.43077087402344,181.9745635986328,1.0740349150269524,0.4390862509867104,0.3231751429576231
26,0,1,0,0,0,1,0,76.78839874267578,63.445030212402344,164.22877502441406,195.33364868164065,1.1893996569882628,0.4675696980097459,0.3863210341973913
48,1,0,1,0,0,0,0,83.74514770507812,63.41853713989258,182.34405517578125,212.7703857421875,1.1668622019899415,0.4592699642680814,0.3477960226274257
1,1,0,1,0,0,0,0,87.21895599365234,69.85797882080078,190.1934051513672,205.3233337402344,1.0795502271849329,0.4585803378631258,0.3672996903609968
62,1,0,1,0,0,0,0,72.02933502197266,61.19990921020508,161.4462432861328,183.3275604248047,1.1355331452333108,0.4461505796348221,0.3790729840751999
67,1,0,0,0,0,1,0,81.4781265258789,69.56346893310547,172.82388305664062,193.6249237060547,1.1203597574682245,0.4714517755579857,0.4025107392726907
1,0,1,0,0,1,0,0,78.82833099365234,54.29502487182617,187.4245758056641,184.7598419189453,0.9857823667186432,0.4205869516033345,0.289689997367919
50,0,1,0,0,0,0,1,78.20523071289062,70.76299285888672,164.70452880859375,190.5242156982422,1.1567636729628363,0.4748213742426864,0.4296359873693681
45,1,0,0,0,0,1,0,74.66786193847656,61.93488311767578,157.347412109375,190.883544921875,1.213134314463262,0.4745414045105082,0.3936186956454278
85,0,1,0,1,0,0,0,74.85415649414062,60.20430374145508,173.8059844970703,182.19378662109375,1.0482595702805897,0.430676519630441,0.3463879791922233
31,1,0,0,0,0,0,1,71.75066375732422,61.394264221191406,152.51499938964844,182.5646209716797,1.1970273199507404,0.4704498839095435,0.4025457461029134
75,0,1,1,0,0,0,0,73.81287384033203,60.65947341918945,168.79345703125,184.46571350097656,1.092848720236976,0.4372970086551785,0.3593709998365583
16,0,1,0,0,0,1,0,81.54449462890625,71.3122329711914,178.02346801757812,197.1605224609375,1.107497369062992,0.4580547471463397,0.4005777090251382
5,1,0,0,0,0,0,1,85.13818359375,71.50862884521484,179.30760192871094,187.81651306152344,1.0474542687609836,0.4748163640468473,0.3988042228886939
42,1,0,1,0,0,0,0,80.79708862304688,70.65583801269531,170.5682373046875,199.76925659179688,1.1711984584500768,0.4736936366336385,0.4142379561939318
2,1,0,0,0,1,0,0,83.8108139038086,62.38725662231445,197.1842041015625,198.430419921875,1.0063200590837926,0.4250381732435355,0.3163907418779905
26,0,1,0,0,1,0,0,81.67058563232422,69.72967529296875,177.9757537841797,181.3023376464844,1.018691219402496,0.458886021808123,0.3917931168170562
30,0,1,1,0,0,0,0,61.01414489746094,54.52395248413086,140.89971923828125,185.78582763671875,1.3185677632368364,0.433032409342686,0.3869699157591874
23,1,0,0,1,0,0,0,70.77130889892578,59.03571701049805,155.48870849609375,187.45062255859375,1.205557782115754,0.4551540081812675,0.3796784832898728
54,0,1,0,0,1,0,0,83.7725830078125,67.66728210449219,181.4731903076172,201.1329345703125,1.1083341524407535,0.4616251186514585,0.3728775693521927
9,1,0,1,0,0,0,0,82.18985748291016,66.2653579711914,166.8005828857422,193.53582763671875,1.1602826818014786,0.4927432270378211,0.3972729400866839
56,0,1,1,0,0,0,0,76.25000762939453,65.02798461914062,164.61541748046875,196.56629943847656,1.1940941039851185,0.463200888449233,0.3950297342401482
11,1,0,1,0,0,0,0,75.97456359863281,63.46877670288086,163.5160369873047,187.61561584472656,1.14738357962585,0.4646306564079182,0.388150164792757
26,1,0,0,0,0,1,0,78.95904541015625,65.54642486572266,167.97166442871094,200.3313751220703,1.1926498186668455,0.4700736024656549,0.3902231075024043
8,1,0,1,0,0,0,0,78.96968841552734,63.663719177246094,178.70193481445312,182.5858612060547,1.0217341037501035,0.4419072938271309,0.3562564627145664
38,0,1,1,0,0,0,0,80.23766326904297,72.24182891845703,164.44534301757812,198.0524749755859,1.204366577619747,0.487929069906626,0.4393060186005684
67,1,0,1,0,0,0,0,77.80908203125,67.9308853149414,165.63623046875,192.78851318359375,1.163927195384747,0.469758831211327,0.4101209326165973
53,0,1,1,0,0,0,0,84.52790832519531,74.60787963867188,159.94418334960938,199.8166046142578,1.24928959859387,0.5284837907511298,0.4664619748977829
24,1,0,0,0,1,0,0,77.92780303955078,59.42207717895508,182.53224182128903,200.85630798339844,1.10038810666693,0.4269262364938638,0.3255429100417951
85,0,1,1,0,0,0,0,86.248291015625,70.45738220214844,170.17837524414062,186.7130584716797,1.0971608948776137,0.5068111085905704,0.4140207714468372
52,1,0,1,0,0,0,0,78.24092102050781,65.1813735961914,177.26719665527344,196.2546539306641,1.107112075068886,0.4413728117597569,0.3677012714481394
25,0,1,1,0,0,0,0,68.15637969970703,57.89461517333984,157.746337890625,193.4384002685547,1.2262623833630746,0.4320631503151847,0.3670108349106757
23,0,1,0,0,1,0,0,68.8793716430664,56.70531463623047,141.01133728027344,193.2863006591797,1.370714613357682,0.4884669060769355,0.4021330180248079
24,0,1,0,0,1,0,0,73.89230346679688,59.85335540771485,163.3077850341797,192.59922790527344,1.1793634202127177,0.4524726328958016,0.3665064430038517
4,0,1,0,1,0,0,0,79.06761932373047,64.85957336425781,163.86203002929688,188.5784912109375,1.150837025375687,0.4825255692828532,0.3958181974961592
65,0,1,1,0,0,0,0,87.40186309814453,76.91352081298828,165.6009521484375,197.93930053710935,1.195278758782046,0.5277859937653093,0.4644509576493639
54,1,0,0,0,1,0,0,75.70418548583984,63.16751480102539,173.50674438476562,185.98892211914065,1.0719405910048936,0.4363184022285584,0.3640637430263009
